Date,Year,Month,Recession,Consumer_Confidence,Seasonality_Weight,Price,Advertising_Expenditure,Competition,GDP,Growth_Rate,unemployment_rate,Automobile_Sales,Vehicle_Type,City
1991-07-31,1991,Jul,1,110.4,0.5,20920,4179.7,3,38.39,0.54,2.6,714.0,SmallFamilyCar,Illinois
1991-07-31,1991,Jul,1,110.4,0.5,35788,4179.7,3,38.39,0.54,2.6,689.0,MediumFamilyCar,Illinois
1991-07-31,1991,Jul,1,110.4,0.5,15409,4179.7,3,38.39,0.54,2.6,692.0,SuperMiniCar,Illinois
1991-08-31,1991,Aug,1,99.05,0.25,55334,742.6999999999999,7,16.15,-1.38,4.5,283.0,ExecutiveCar,New York
1991-08-31,1991,Aug,1,99.05,0.25,72454,742.6999999999999,7,16.15,-1.38,4.5,282.0,Sports,New York
1991-08-31,1991,Aug,1,99.05,0.25,23430,1379.6999999999998,7,16.15,-1.38,4.5,789.0,SmallFamilyCar,New York
1991-09-30,1991,Sep,1,102.3,0.89,24435,2418.5,9,17.57,0.08,2.6,916.75,SmallFamilyCar,California
1991-09-30,1991,Sep,1,102.3,0.87,78996,1302.6999999999998,9,17.57,0.08,2.6,916.75,Sports,California
1991-09-30,1991,Sep,1,102.3,0.82,58924,1302.6999999999998,9,17.57,0.08,2.6,916.75,ExecutiveCar,California
1991-10-31,1991,Oct,1,98.48,0.66,35408,2606.8,6,58.92,0.7,3.7,560.0,MediumFamilyCar,Illinois
1991-10-31,1991,Oct,1,98.48,0.64,15894,2606.8,6,58.92,0.7,3.7,547.0,SuperMiniCar,Illinois
1991-10-31,1991,Oct,1,98.48,0.62,24484,2606.8,6,58.92,0.7,3.7,572.0,SmallFamilyCar,Illinois
1991-11-30,1991,Nov,1,91.89,0.86,38669,3560.2,6,21.32,-1.76,3.8,606.0,MediumFamilyCar,California
1991-11-30,1991,Nov,1,91.89,0.85,22624,3560.2,6,21.32,-1.76,3.8,577.0,SmallFamilyCar,California
1991-11-30,1991,Nov,1,91.89,0.81,15514,3560.2,6,21.32,-1.76,3.8,577.0,SuperMiniCar,California
1991-11-30,1991,Nov,1,91.89,0.81,72731,1916.6,6,21.32,-1.76,3.8,214.0,Sports,California
1991-12-31,1991,Dec,1,108.62,1.4,23760,1948.1,7,40.59,0.47,5.4,1162.0,SmallFamilyCar,New York
1991-12-31,1991,Dec,1,108.62,1.42,54330,1049.3,7,40.59,0.47,5.4,685.0,ExecutiveCar,New York
1991-12-31,1991,Dec,1,108.62,1.45,39446,1948.1,7,40.59,0.47,5.4,1132.0,MediumFamilyCar,New York
1991-12-31,1991,Dec,1,108.62,1.4,78154,1049.3,7,40.59,0.47,5.4,693.0,Sports,New York
1991-12-31,1991,Dec,1,108.62,1.21,19904,1948.1,7,40.59,0.47,5.4,1153.0,SuperMiniCar,New York
1992-01-31,1992,Jan,0,106.53,0.42,22050,3853.0,6,34.64,-0.17,2.9,294.0,SmallFamilyCar,Illinois
1992-01-31,1992,Jan,0,106.53,0.35,19969,3853.0,6,34.64,-0.17,2.9,253.0,SuperMiniCar,Illinois
1992-01-31,1992,Jan,0,106.53,0.39,79762,3853.0,6,34.64,-0.17,2.9,266.0,Sports,Illinois
1992-01-31,1992,Jan,0,106.53,0.36,30922,3853.0,6,34.64,-0.17,2.9,292.0,MediumFamilyCar,Illinois
1992-02-29,1992,Feb,0,81.07,0.41,30419,2932.0,6,31.52,-0.1,4.5,360.0,MediumFamilyCar,Georgia
1992-02-29,1992,Feb,0,81.07,0.37,75056,2932.0,6,31.52,-0.1,4.5,344.0,Sports,Georgia
1992-02-29,1992,Feb,0,81.07,0.41,23500,2932.0,6,31.52,-0.1,4.5,366.0,SmallFamilyCar,Georgia
1992-02-29,1992,Feb,0,81.07,0.38,19109,2932.0,6,31.52,-0.1,4.5,326.0,SuperMiniCar,Georgia
1992-03-31,1992,Mar,0,97.17,0.97,58010,4230.0,6,58.59,0.46,5.4,1405.0,ExecutiveCar,Georgia
1992-03-31,1992,Mar,0,97.17,0.96,78110,4230.0,6,58.59,0.46,5.4,1410.0,Sports,Georgia
1992-03-31,1992,Mar,0,97.17,0.95,17134,4230.0,6,58.59,0.46,5.4,1421.0,SuperMiniCar,Georgia
1992-04-30,1992,Apr,0,91.18,1.0,56801,1814.0,8,38.39,-0.52,2.5,800.0,ExecutiveCar,Georgia
1992-04-30,1992,Apr,0,91.18,1.0,32204,1814.0,8,38.39,-0.52,2.5,836.0,MediumFamilyCar,Georgia
1992-04-30,1992,Apr,0,91.18,1.0,73840,1814.0,8,38.39,-0.52,2.5,849.0,Sports,Georgia
1992-04-30,1992,Apr,0,91.18,1.0,18595,1814.0,8,38.39,-0.52,2.5,832.0,SuperMiniCar,Georgia
1992-04-30,1992,Apr,0,91.18,1.0,21165,1814.0,8,38.39,-0.52,2.5,759.0,SmallFamilyCar,Georgia
1992-05-31,1992,May,0,96.09,0.82,54846,3275.0,9,58.81,0.35,2.1,3303.0,ExecutiveCar,Illinois
1992-05-31,1992,May,0,96.09,0.81,71028,3275.0,9,58.81,0.35,2.1,3227.0,Sports,Illinois
1992-05-31,1992,May,0,96.09,0.9,20375,3275.0,9,58.81,0.35,2.1,3239.0,SmallFamilyCar,Illinois
1992-05-31,1992,May,0,96.09,0.92,31120,3275.0,9,58.81,0.35,2.1,3217.0,MediumFamilyCar,Illinois
1992-06-30,1992,Jun,0,93.3,0.8,30950,2900.0,4,60.2,0.02,1.8,1878.0,MediumFamilyCar,California
1992-06-30,1992,Jun,0,93.3,0.81,56731,2900.0,4,60.2,0.02,1.8,1888.0,ExecutiveCar,California
1992-06-30,1992,Jun,0,93.3,0.84,17956,2900.0,4,60.2,0.02,1.8,1891.0,SuperMiniCar,California
1992-07-31,1992,Jul,0,99.54,0.5,27837,3263.0,9,62.24,0.03,2.9,3509.0,SmallFamilyCar,Illinois
1992-07-31,1992,Jul,0,99.54,0.5,77385,3263.0,9,62.24,0.03,2.9,3556.0,Sports,Illinois
1992-07-31,1992,Jul,0,99.54,0.5,32336,3263.0,9,62.24,0.03,2.9,3490.0,MediumFamilyCar,Illinois
1992-07-31,1992,Jul,0,99.54,0.5,16560,3263.0,9,62.24,0.03,2.9,3525.0,SuperMiniCar,Illinois
1992-07-31,1992,Jul,0,99.54,0.5,57241,3263.0,9,62.24,0.03,2.9,3561.0,ExecutiveCar,Illinois
1992-08-31,1992,Aug,0,96.7,0.25,16266,3995.0,7,65.67,0.05,1.8,1296.0,SuperMiniCar,Georgia
1992-08-31,1992,Aug,0,96.7,0.25,70502,3995.0,7,65.67,0.05,1.8,1392.0,Sports,Georgia
1992-08-31,1992,Aug,0,96.7,0.25,35373,3995.0,7,65.67,0.05,1.8,1348.0,MediumFamilyCar,Georgia
1992-08-31,1992,Aug,0,96.7,0.25,22033,3995.0,7,65.67,0.05,1.8,1387.0,SmallFamilyCar,Georgia
1992-09-30,1992,Sep,0,96.49,0.87,17169,4767.0,6,37.5,-0.75,1.0,4255.0,SuperMiniCar,Georgia
1992-09-30,1992,Sep,0,96.49,0.86,50953,4767.0,6,37.5,-0.75,1.0,4252.0,ExecutiveCar,Georgia
1992-09-30,1992,Sep,0,96.49,0.96,76910,4767.0,6,37.5,-0.75,1.0,4253.0,Sports,Georgia
1992-10-31,1992,Oct,0,111.07,0.61,52539,3062.0,9,30.99,-0.21,2.6,1599.0,ExecutiveCar,New York
1992-10-31,1992,Oct,0,111.07,0.68,32243,3062.0,9,30.99,-0.21,2.6,1557.0,MediumFamilyCar,New York
1992-10-31,1992,Oct,0,111.07,0.67,26467,3062.0,9,30.99,-0.21,2.6,1560.0,SmallFamilyCar,New York
1992-10-31,1992,Oct,0,111.07,0.69,79062,3062.0,9,30.99,-0.21,2.6,1597.0,Sports,New York
1992-11-30,1992,Nov,0,105.57,0.82,57056,4228.0,8,46.27,0.33,1.4,1032.0,ExecutiveCar,New York
1992-11-30,1992,Nov,0,105.57,0.9,20145,4228.0,8,46.27,0.33,1.4,1099.0,SmallFamilyCar,New York
1992-11-30,1992,Nov,0,105.57,0.84,18638,4228.0,8,46.27,0.33,1.4,1034.0,SuperMiniCar,New York
1992-12-31,1992,Dec,0,92.96,1.5,32645,4719.0,7,34.03,-0.36,1.2,10889.0,MediumFamilyCar,Georgia
1992-12-31,1992,Dec,0,92.96,1.42,51542,4719.0,7,34.03,-0.36,1.2,1885.0,ExecutiveCar,Georgia
1992-12-31,1992,Dec,0,92.96,1.24,26077,4719.0,7,34.03,-0.36,1.2,10866.0,SmallFamilyCar,Georgia
1993-01-31,1993,Jan,0,94.44,0.46,15749,4332.0,5,47.36,0.28,1.1,296.0,SuperMiniCar,Georgia
1993-01-31,1993,Jan,0,94.44,0.38,24388,4332.0,5,47.36,0.28,1.1,256.0,SmallFamilyCar,Georgia
1993-01-31,1993,Jan,0,94.44,0.35,55293,4332.0,5,47.36,0.28,1.1,256.0,ExecutiveCar,Georgia
1993-01-31,1993,Jan,0,94.44,0.45,76938,4332.0,5,47.36,0.28,1.1,254.0,Sports,Georgia
1993-01-31,1993,Jan,0,94.44,0.44,34612,4332.0,5,47.36,0.28,1.1,261.0,MediumFamilyCar,Georgia
1993-02-28,1993,Feb,0,104.92,0.41,74488,4228.0,9,53.42,0.11,1.1,1870.0,Sports,California
1993-02-28,1993,Feb,0,104.92,0.46,51191,4228.0,9,53.42,0.11,1.1,1871.0,ExecutiveCar,California
1993-02-28,1993,Feb,0,104.92,0.47,18427,4228.0,9,53.42,0.11,1.1,1884.0,SuperMiniCar,California
1993-02-28,1993,Feb,0,104.92,0.46,27832,4228.0,9,53.42,0.11,1.1,1866.0,SmallFamilyCar,California
1993-03-31,1993,Mar,0,104.9,0.8,31865,3094.0,5,52.43,-0.02,2.0,5989.0,MediumFamilyCar,California
1993-03-31,1993,Mar,0,104.9,0.95,56313,3094.0,5,52.43,-0.02,2.0,5973.0,ExecutiveCar,California
1993-03-31,1993,Mar,0,104.9,0.84,70206,3094.0,5,52.43,-0.02,2.0,6006.0,Sports,California
1993-03-31,1993,Mar,0,104.9,0.94,19780,3094.0,5,52.43,-0.02,2.0,5957.0,SuperMiniCar,California
1993-04-30,1993,Apr,0,93.96,1.0,36028,3371.0,6,34.22,-0.53,1.0,2817.0,MediumFamilyCar,Georgia
1993-04-30,1993,Apr,0,93.96,1.0,75134,3371.0,6,34.22,-0.53,1.0,2815.0,Sports,Georgia
1993-04-30,1993,Apr,0,93.96,1.0,20431,3371.0,6,34.22,-0.53,1.0,2869.0,SmallFamilyCar,Georgia
1993-04-30,1993,Apr,0,93.96,1.0,16927,3371.0,6,34.22,-0.53,1.0,2867.0,SuperMiniCar,Georgia
1993-04-30,1993,Apr,0,93.96,1.0,56938,3371.0,6,34.22,-0.53,1.0,2806.0,ExecutiveCar,Georgia
1993-05-31,1993,May,0,97.66,0.92,37326,3891.0,8,22.18,-0.54,1.5,1257.0,MediumFamilyCar,Illinois
1993-05-31,1993,May,0,97.66,0.88,52681,3891.0,8,22.18,-0.54,1.5,1258.0,ExecutiveCar,Illinois
1993-05-31,1993,May,0,97.66,0.81,75977,3891.0,8,22.18,-0.54,1.5,1306.0,Sports,Illinois
1993-05-31,1993,May,0,97.66,0.92,20704,3891.0,8,22.18,-0.54,1.5,1236.0,SmallFamilyCar,Illinois
1993-05-31,1993,May,0,97.66,0.93,18804,3891.0,8,22.18,-0.54,1.5,1302.0,SuperMiniCar,Illinois
1993-06-30,1993,Jun,0,118.47,0.75,18702,4756.0,8,37.47,0.41,2.7,3144.0,SuperMiniCar,New York
1993-06-30,1993,Jun,0,118.47,0.79,36371,4756.0,8,37.47,0.41,2.7,3138.0,MediumFamilyCar,New York
1993-06-30,1993,Jun,0,118.47,0.94,27092,4756.0,8,37.47,0.41,2.7,3087.0,SmallFamilyCar,New York
1993-06-30,1993,Jun,0,118.47,0.98,77721,4756.0,8,37.47,0.41,2.7,3095.0,Sports,New York
1993-06-30,1993,Jun,0,118.47,0.93,59409,4756.0,8,37.47,0.41,2.7,3109.0,ExecutiveCar,New York
1993-07-31,1993,Jul,0,94.13,0.5,51540,1129.0,9,20.77,-0.8,2.0,587.0,ExecutiveCar,California
1993-07-31,1993,Jul,0,94.13,0.5,17356,1129.0,9,20.77,-0.8,2.0,648.0,SuperMiniCar,California
1993-07-31,1993,Jul,0,94.13,0.5,77035,1129.0,9,20.77,-0.8,2.0,651.0,Sports,California
1993-08-31,1993,Aug,0,119.11,0.25,36359,4482.0,7,64.13,0.68,1.6,1313.0,MediumFamilyCar,New York
1993-08-31,1993,Aug,0,119.11,0.25,71484,4482.0,7,64.13,0.68,1.6,1241.0,Sports,New York
1993-08-31,1993,Aug,0,119.11,0.25,26094,4482.0,7,64.13,0.68,1.6,1327.0,SmallFamilyCar,New York
1993-08-31,1993,Aug,0,119.11,0.25,56172,4482.0,7,64.13,0.68,1.6,1320.0,ExecutiveCar,New York
1993-08-31,1993,Aug,0,119.11,0.25,19790,4482.0,7,64.13,0.68,1.6,1330.0,SuperMiniCar,New York
1993-09-30,1993,Sep,0,111.04,0.85,77858,1094.0,7,32.56,-0.97,2.5,6700.0,Sports,Georgia
1993-09-30,1993,Sep,0,111.04,0.94,55541,1094.0,7,32.56,-0.97,2.5,6659.0,ExecutiveCar,Georgia
1993-09-30,1993,Sep,0,111.04,0.91,22632,1094.0,7,32.56,-0.97,2.5,6705.0,SmallFamilyCar,Georgia
1993-10-31,1993,Oct,0,117.25,0.68,59580,3674.0,8,21.46,-0.52,1.7,1642.0,ExecutiveCar,California
1993-10-31,1993,Oct,0,117.25,0.66,70863,3674.0,8,21.46,-0.52,1.7,1640.0,Sports,California
1993-10-31,1993,Oct,0,117.25,0.64,24494,3674.0,8,21.46,-0.52,1.7,1649.0,SmallFamilyCar,California
1993-11-30,1993,Nov,0,93.71,0.87,37863,3802.0,7,13.98,-0.54,1.7,2088.0,MediumFamilyCar,New York
1993-11-30,1993,Nov,0,93.71,0.85,17335,3802.0,7,13.98,-0.54,1.7,2099.0,SuperMiniCar,New York
1993-11-30,1993,Nov,0,93.71,0.83,72790,3802.0,7,13.98,-0.54,1.7,2099.0,Sports,New York
1993-11-30,1993,Nov,0,93.71,0.89,51365,3802.0,7,13.98,-0.54,1.7,2073.0,ExecutiveCar,New York
1993-11-30,1993,Nov,0,93.71,0.89,26960,3802.0,7,13.98,-0.54,1.7,2114.0,SmallFamilyCar,New York
1993-12-31,1993,Dec,0,98.31,1.07,58691,2955.0,8,49.96,0.72,2.7,3171.0,ExecutiveCar,California
1993-12-31,1993,Dec,0,98.31,1.25,15306,2955.0,8,49.96,0.72,2.7,10259.0,SuperMiniCar,California
1993-12-31,1993,Dec,0,98.31,1.15,27511,2955.0,8,49.96,0.72,2.7,10211.0,SmallFamilyCar,California
1993-12-31,1993,Dec,0,98.31,1.42,33228,2955.0,8,49.96,0.72,2.7,10220.0,MediumFamilyCar,California
1993-12-31,1993,Dec,0,98.31,1.42,77408,2955.0,8,49.96,0.72,2.7,3226.0,Sports,California
1994-01-31,1994,Jan,0,95.51,0.34,20963,4363.0,9,49.44,-0.01,1.9,778.0,SmallFamilyCar,Georgia
1994-01-31,1994,Jan,0,95.51,0.43,78755,4363.0,9,49.44,-0.01,1.9,772.0,Sports,Georgia
1994-01-31,1994,Jan,0,95.51,0.38,33719,4363.0,9,49.44,-0.01,1.9,754.0,MediumFamilyCar,Georgia
1994-02-28,1994,Feb,0,111.27,0.44,59872,1793.0,4,32.26,-0.53,1.5,1402.0,ExecutiveCar,Georgia
1994-02-28,1994,Feb,0,111.27,0.37,27307,1793.0,4,32.26,-0.53,1.5,1428.0,SmallFamilyCar,Georgia
1994-02-28,1994,Feb,0,111.27,0.37,32371,1793.0,4,32.26,-0.53,1.5,1442.0,MediumFamilyCar,Georgia
1994-02-28,1994,Feb,0,111.27,0.35,18665,1793.0,4,32.26,-0.53,1.5,1430.0,SuperMiniCar,Georgia
1994-02-28,1994,Feb,0,111.27,0.38,75116,1793.0,4,32.26,-0.53,1.5,1428.0,Sports,Georgia
1994-03-31,1994,Mar,0,94.32,0.83,76019,2834.0,8,16.66,-0.94,2.0,5574.0,Sports,Illinois
1994-03-31,1994,Mar,0,94.32,0.76,32891,2834.0,8,16.66,-0.94,2.0,5634.0,MediumFamilyCar,Illinois
1994-03-31,1994,Mar,0,94.32,0.87,16989,2834.0,8,16.66,-0.94,2.0,5594.0,SuperMiniCar,Illinois
1994-03-31,1994,Mar,0,94.32,0.81,58702,2834.0,8,16.66,-0.94,2.0,5609.0,ExecutiveCar,Illinois
1994-03-31,1994,Mar,0,94.32,0.95,22234,2834.0,8,16.66,-0.94,2.0,5608.0,SmallFamilyCar,Illinois
1994-04-30,1994,Apr,0,107.31,1.0,22041,4354.0,5,36.26,0.54,3.0,1623.0,SmallFamilyCar,California
1994-04-30,1994,Apr,0,107.31,1.0,57494,4354.0,5,36.26,0.54,3.0,1665.0,ExecutiveCar,California
1994-04-30,1994,Apr,0,107.31,1.0,33756,4354.0,5,36.26,0.54,3.0,1592.0,MediumFamilyCar,California
1994-04-30,1994,Apr,0,107.31,1.0,15661,4354.0,5,36.26,0.54,3.0,1685.0,SuperMiniCar,California
1994-05-31,1994,May,0,106.78,0.92,71757,3116.0,7,30.55,-0.19,3.0,2527.0,Sports,Illinois
1994-05-31,1994,May,0,106.78,0.86,21828,3116.0,7,30.55,-0.19,3.0,2505.0,SmallFamilyCar,Illinois
1994-05-31,1994,May,0,106.78,0.82,19644,3116.0,7,30.55,-0.19,3.0,2536.0,SuperMiniCar,Illinois
1994-05-31,1994,May,0,106.78,0.96,54312,3116.0,7,30.55,-0.19,3.0,2524.0,ExecutiveCar,Illinois
1994-05-31,1994,May,0,106.78,0.85,34225,3116.0,7,30.55,-0.19,3.0,2455.0,MediumFamilyCar,Illinois
1994-06-30,1994,Jun,0,99.52,0.86,77574,2683.0,8,51.77,0.41,2.3,4688.0,Sports,New York
1994-06-30,1994,Jun,0,99.52,0.83,22108,2683.0,8,51.77,0.41,2.3,4620.0,SmallFamilyCar,New York
1994-06-30,1994,Jun,0,99.52,0.85,51324,2683.0,8,51.77,0.41,2.3,4625.0,ExecutiveCar,New York
1994-07-31,1994,Jul,0,112.99,0.5,59347,1010.0,8,47.64,-0.09,1.1,1583.0,ExecutiveCar,Georgia
1994-07-31,1994,Jul,0,112.99,0.5,76374,1010.0,8,47.64,-0.09,1.1,1547.0,Sports,Georgia
1994-07-31,1994,Jul,0,112.99,0.5,30094,1010.0,8,47.64,-0.09,1.1,1611.0,MediumFamilyCar,Georgia
1994-07-31,1994,Jul,0,112.99,0.5,15311,1010.0,8,47.64,-0.09,1.1,1556.0,SuperMiniCar,Georgia
1994-07-31,1994,Jul,0,112.99,0.5,24068,1010.0,8,47.64,-0.09,1.1,1564.0,SmallFamilyCar,Georgia
1994-08-31,1994,Aug,0,101.08,0.25,17920,4325.0,9,33.65,-0.42,2.5,1572.0,SuperMiniCar,Illinois
1994-08-31,1994,Aug,0,101.08,0.25,20938,4325.0,9,33.65,-0.42,2.5,1509.0,SmallFamilyCar,Illinois
1994-08-31,1994,Aug,0,101.08,0.25,32674,4325.0,9,33.65,-0.42,2.5,1488.0,MediumFamilyCar,Illinois
1994-08-31,1994,Aug,0,101.08,0.25,53141,4325.0,9,33.65,-0.42,2.5,1522.0,ExecutiveCar,Illinois
1994-08-31,1994,Aug,0,101.08,0.25,76892,4325.0,9,33.65,-0.42,2.5,1495.0,Sports,Illinois
1994-09-30,1994,Sep,0,108.34,0.95,27547,2865.0,7,25.14,-0.34,1.7,7168.0,SmallFamilyCar,Illinois
1994-09-30,1994,Sep,0,108.34,0.79,57419,2865.0,7,25.14,-0.34,1.7,7186.0,ExecutiveCar,Illinois
1994-09-30,1994,Sep,0,108.34,0.82,71678,2865.0,7,25.14,-0.34,1.7,7197.0,Sports,Illinois
1994-10-31,1994,Oct,0,95.05,0.68,73242,3919.0,4,69.81,0.64,2.6,3244.0,Sports,New York
1994-10-31,1994,Oct,0,95.05,0.61,24805,3919.0,4,69.81,0.64,2.6,3249.0,SmallFamilyCar,New York
1994-10-31,1994,Oct,0,95.05,0.65,53486,3919.0,4,69.81,0.64,2.6,3264.0,ExecutiveCar,New York
1994-10-31,1994,Oct,0,95.05,0.61,16082,3919.0,4,69.81,0.64,2.6,3242.0,SuperMiniCar,New York
1994-11-30,1994,Nov,0,92.77,0.89,74636,3597.0,9,38.83,-0.8,2.4,2975.0,Sports,California
1994-11-30,1994,Nov,0,92.77,0.81,51810,3597.0,9,38.83,-0.8,2.4,3029.0,ExecutiveCar,California
1994-11-30,1994,Nov,0,92.77,0.87,17971,3597.0,9,38.83,-0.8,2.4,3038.0,SuperMiniCar,California
1994-11-30,1994,Nov,0,92.77,0.83,20806,3597.0,9,38.83,-0.8,2.4,2990.0,SmallFamilyCar,California
1994-11-30,1994,Nov,0,92.77,0.83,36898,3597.0,9,38.83,-0.8,2.4,3041.0,MediumFamilyCar,California
1994-12-31,1994,Dec,0,107.31,1.25,71059,4205.0,4,52.42,0.26,1.3,4792.0,Sports,New York
1994-12-31,1994,Dec,0,107.31,1.43,30793,4205.0,4,52.42,0.26,1.3,13750.0,MediumFamilyCar,New York
1994-12-31,1994,Dec,0,107.31,1.12,21463,4205.0,4,52.42,0.26,1.3,13720.0,SmallFamilyCar,New York
1994-12-31,1994,Dec,0,107.31,1.09,15754,4205.0,4,52.42,0.26,1.3,13726.0,SuperMiniCar,New York
1995-01-31,1995,Jan,0,104.31,0.39,76668,1711.0,9,20.65,-1.54,1.5,1208.0,Sports,Georgia
1995-01-31,1995,Jan,0,104.31,0.39,32116,1711.0,9,20.65,-1.54,1.5,1214.0,MediumFamilyCar,Georgia
1995-01-31,1995,Jan,0,104.31,0.34,19130,1711.0,9,20.65,-1.54,1.5,1205.0,SuperMiniCar,Georgia
1995-01-31,1995,Jan,0,104.31,0.41,27486,1711.0,9,20.65,-1.54,1.5,1214.0,SmallFamilyCar,Georgia
1995-01-31,1995,Jan,0,104.31,0.46,56588,1711.0,9,20.65,-1.54,1.5,1245.0,ExecutiveCar,Georgia
1995-02-28,1995,Feb,0,102.43,0.4,19540,3070.0,7,40.66,0.49,2.8,1462.0,SuperMiniCar,California
1995-02-28,1995,Feb,0,102.43,0.34,52923,3070.0,7,40.66,0.49,2.8,1486.0,ExecutiveCar,California
1995-02-28,1995,Feb,0,102.43,0.45,25421,3070.0,7,40.66,0.49,2.8,1498.0,SmallFamilyCar,California
1995-02-28,1995,Feb,0,102.43,0.49,79914,3070.0,7,40.66,0.49,2.8,1475.0,Sports,California
1995-02-28,1995,Feb,0,102.43,0.35,35779,3070.0,7,40.66,0.49,2.8,1476.0,MediumFamilyCar,California
1995-03-31,1995,Mar,0,96.56,0.84,15352,1814.0,3,14.1,-1.88,2.1,7036.0,SuperMiniCar,Illinois
1995-03-31,1995,Mar,0,96.56,0.76,55301,1814.0,3,14.1,-1.88,2.1,6963.0,ExecutiveCar,Illinois
1995-03-31,1995,Mar,0,96.56,0.82,23415,1814.0,3,14.1,-1.88,2.1,6962.0,SmallFamilyCar,Illinois
1995-04-30,1995,Apr,0,115.49,1.0,54186,1345.0,7,41.82,0.66,2.9,21112.0,ExecutiveCar,New York
1995-04-30,1995,Apr,0,115.49,1.0,15902,1345.0,7,41.82,0.66,2.9,21173.0,SuperMiniCar,New York
1995-04-30,1995,Apr,0,115.49,1.0,73157,1345.0,7,41.82,0.66,2.9,21186.0,Sports,New York
1995-04-30,1995,Apr,0,115.49,1.0,36166,1345.0,7,41.82,0.66,2.9,21150.0,MediumFamilyCar,New York
1995-04-30,1995,Apr,0,115.49,1.0,20010,1345.0,7,41.82,0.66,2.9,21130.0,SmallFamilyCar,New York
1995-05-31,1995,May,0,88.83,0.96,18888,3349.0,7,68.41,0.39,2.0,1307.0,SuperMiniCar,Georgia
1995-05-31,1995,May,0,88.83,0.95,25181,3349.0,7,68.41,0.39,2.0,1334.0,SmallFamilyCar,Georgia
1995-05-31,1995,May,0,88.83,0.86,75915,3349.0,7,68.41,0.39,2.0,1358.0,Sports,Georgia
1995-05-31,1995,May,0,88.83,0.9,58905,3349.0,7,68.41,0.39,2.0,1264.0,ExecutiveCar,Georgia
1995-05-31,1995,May,0,88.83,0.86,30814,3349.0,7,68.41,0.39,2.0,1290.0,MediumFamilyCar,Georgia
1995-06-30,1995,Jun,0,88.29,0.98,30345,1362.0,4,34.78,-0.97,1.7,6114.0,MediumFamilyCar,New York
1995-06-30,1995,Jun,0,88.29,0.82,55977,1362.0,4,34.78,-0.97,1.7,6112.0,ExecutiveCar,New York
1995-06-30,1995,Jun,0,88.29,0.88,79789,1362.0,4,34.78,-0.97,1.7,6143.0,Sports,New York
1995-06-30,1995,Jun,0,88.29,0.79,21868,1362.0,4,34.78,-0.97,1.7,6148.0,SmallFamilyCar,New York
1995-06-30,1995,Jun,0,88.29,0.77,15158,1362.0,4,34.78,-0.97,1.7,6154.0,SuperMiniCar,New York
1995-07-31,1995,Jul,0,109.42,0.5,26369,3443.0,4,14.76,-1.36,2.8,2405.0,SmallFamilyCar,New York
1995-07-31,1995,Jul,0,109.42,0.5,72693,3443.0,4,14.76,-1.36,2.8,2346.0,Sports,New York
1995-07-31,1995,Jul,0,109.42,0.5,38554,3443.0,4,14.76,-1.36,2.8,2349.0,MediumFamilyCar,New York
1995-07-31,1995,Jul,0,109.42,0.5,54268,3443.0,4,14.76,-1.36,2.8,2366.0,ExecutiveCar,New York
1995-07-31,1995,Jul,0,109.42,0.5,16977,3443.0,4,14.76,-1.36,2.8,2393.0,SuperMiniCar,New York
1995-08-31,1995,Aug,0,108.6,0.25,73627,3265.0,7,14.3,-0.03,2.4,4416.0,Sports,Georgia
1995-08-31,1995,Aug,0,108.6,0.25,27320,3265.0,7,14.3,-0.03,2.4,4450.0,SmallFamilyCar,Georgia
1995-08-31,1995,Aug,0,108.6,0.25,32443,3265.0,7,14.3,-0.03,2.4,4389.0,MediumFamilyCar,Georgia
1995-08-31,1995,Aug,0,108.6,0.25,15956,3265.0,7,14.3,-0.03,2.4,4382.0,SuperMiniCar,Georgia
1995-08-31,1995,Aug,0,108.6,0.25,54748,3265.0,7,14.3,-0.03,2.4,4431.0,ExecutiveCar,Georgia
1995-09-30,1995,Sep,0,103.54,0.89,17071,3188.0,7,35.0,0.59,2.2,6710.0,SuperMiniCar,Georgia
1995-09-30,1995,Sep,0,103.54,0.83,54849,3188.0,7,35.0,0.59,2.2,6733.0,ExecutiveCar,Georgia
1995-09-30,1995,Sep,0,103.54,0.83,79555,3188.0,7,35.0,0.59,2.2,6727.0,Sports,Georgia
1995-09-30,1995,Sep,0,103.54,0.82,37783,3188.0,7,35.0,0.59,2.2,6729.0,MediumFamilyCar,Georgia
1995-10-31,1995,Oct,0,97.12,0.63,27878,4687.0,7,21.78,-0.61,1.2,2953.0,SmallFamilyCar,New York
1995-10-31,1995,Oct,0,97.12,0.69,15403,4687.0,7,21.78,-0.61,1.2,2948.0,SuperMiniCar,New York
1995-10-31,1995,Oct,0,97.12,0.62,75450,4687.0,7,21.78,-0.61,1.2,2895.0,Sports,New York
1995-10-31,1995,Oct,0,97.12,0.66,59435,4687.0,7,21.78,-0.61,1.2,2881.0,ExecutiveCar,New York
1995-10-31,1995,Oct,0,97.12,0.61,30984,4687.0,7,21.78,-0.61,1.2,2900.0,MediumFamilyCar,New York
1995-11-30,1995,Nov,0,105.02,0.83,37790,4005.0,4,13.85,-0.57,1.0,1037.0,MediumFamilyCar,New York
1995-11-30,1995,Nov,0,105.02,0.86,26707,4005.0,4,13.85,-0.57,1.0,1077.0,SmallFamilyCar,New York
1995-11-30,1995,Nov,0,105.02,0.8,71663,4005.0,4,13.85,-0.57,1.0,1010.0,Sports,New York
